iter	Logloss
151	0.471354231
152	0.4712719122
153	0.4711759991
154	0.4710618335
155	0.4709831534
156	0.4708621397
157	0.4708350905
158	0.4707750508
159	0.4706782656
160	0.4705975002
161	0.4705431143
162	0.4704586738
163	0.4703843729
164	0.470343521
165	0.4702497674
166	0.4701894551
167	0.4701095854
168	0.4700095699
169	0.4699256848
170	0.4698590286
171	0.4697214807
172	0.4696275526
173	0.4695258222
174	0.4694605607
175	0.4693691564
176	0.4692662206
177	0.46919372
178	0.4691130373
179	0.4690288671
180	0.4689552654
181	0.4688834416
182	0.4687654866
183	0.4686486177
184	0.4685260564
185	0.4684498078
186	0.4683976831
187	0.4683161188
188	0.4682240876
189	0.4681802753
190	0.4680960516
191	0.4680534538
192	0.4679468135
193	0.4678867017
194	0.4677812714
195	0.4677294716
196	0.467674487
197	0.4676102351
198	0.4675575501
199	0.4675125851
200	0.4674787128
201	0.4673907667
202	0.4673256907
203	0.4672712511
204	0.4672196961
205	0.4671452129
206	0.4670052421
207	0.4669527191
208	0.4668979902
209	0.4668187063
210	0.4667636517
211	0.4666956688
212	0.46664399
213	0.4665952494
214	0.4665489014
215	0.4665067231
216	0.4663513336
217	0.4663121699
218	0.4662450801
219	0.4661900108
220	0.4660847108
221	0.4660490565
222	0.4660221255
223	0.4659849528
224	0.4658901292
225	0.4658236789
226	0.4656987616
227	0.4656709987
228	0.4656059008
229	0.4655793884
230	0.4655392232
231	0.4654904021
232	0.4654172452
233	0.4653697502
234	0.4652544161
235	0.4652197341
236	0.4651751159
237	0.465066471
238	0.4649966197
239	0.4648764184
240	0.4648345379
241	0.464757995
242	0.4647034757
243	0.4646287613
244	0.4645500691
245	0.4644947226
246	0.4644386027
247	0.4643847415
248	0.4642994379
249	0.4642501828
250	0.4642191449
251	0.4641624363
252	0.4641191299
253	0.4641024421
254	0.4640436956
255	0.4639807995
256	0.4639108406
257	0.4638491546
258	0.4638072625
259	0.4637339856
260	0.4636791501
261	0.463643816
262	0.4635582725
263	0.4635153701
264	0.4634613205
265	0.46333736
266	0.4632691812
267	0.4632449457
268	0.4632011735
269	0.4631429249
270	0.4630741757
271	0.4630215805
272	0.4629470719
273	0.4628383919
274	0.4627602715
275	0.4626909981
276	0.4626560571
277	0.4626061956
278	0.4625451843
279	0.462505924
280	0.4624683646
281	0.462357471
282	0.4623244042
283	0.4622691485
284	0.4622231079
285	0.4621511451
286	0.4621281425
287	0.4620762456
288	0.4620155971
289	0.4619706626
290	0.4619305662
291	0.4618669019
292	0.4617858892
293	0.4617317314
294	0.4616568108
295	0.4616122812
296	0.4615568528
297	0.4615102862
298	0.4614401703
299	0.4613785203
300	0.4613097718
301	0.4612530294
302	0.4612209571
303	0.4611761923
304	0.4611112948
305	0.4610240829
306	0.4609892602
307	0.4609160521
308	0.4608656224
309	0.4608171163
310	0.4607764779
311	0.4607351498
312	0.4606845728
313	0.4605790829
314	0.4605620958
315	0.4605263212
316	0.4604615726
317	0.4603971302
318	0.4603442512
319	0.4603095063
320	0.4602674145
321	0.4602095734
322	0.4601485385
323	0.4600941512
324	0.4600445181
325	0.4600142947
326	0.4599885477
327	0.4599548024
328	0.4599086842
329	0.4598424611
330	0.4598008477
331	0.4597519136
332	0.4597078912
333	0.4596652006
334	0.4596286819
335	0.4596025382
336	0.4595492647
337	0.4594947132
338	0.4594540141
339	0.459384211
340	0.4593421724
341	0.4592835041
342	0.4592413184
343	0.4591999052
344	0.4591721007
345	0.4591279653
346	0.4590526387
347	0.4590046337
348	0.4589317083
349	0.4588720905
350	0.4588235064
351	0.4587596275
352	0.4587163431
353	0.4586878754
354	0.4586582739
355	0.4586142302
356	0.458552415
357	0.4584911942
358	0.4584638096
359	0.4584076106
360	0.4583758959
361	0.4583269058
362	0.4582773064
363	0.4582316691
364	0.4581840867
365	0.4581251949
366	0.458086661
367	0.4580410129
368	0.4580117136
369	0.4579511437
370	0.4578850884
371	0.4578140554
372	0.4577608918
373	0.4577154223
374	0.4576834523
375	0.4576483488
376	0.4576131471
377	0.4575725314
378	0.4575386368
379	0.4574881926
380	0.4574409454
381	0.457394246
382	0.4573445674
383	0.4572981481
384	0.4572431169
385	0.4572074073
386	0.4571580711
387	0.4571337432
388	0.4571022513
389	0.4570547502
390	0.4570144689
391	0.4569760482
392	0.4569021242
393	0.4568286765
394	0.4567421912
395	0.4566951208
396	0.456655675
397	0.4565912742
398	0.4565368512
399	0.4564851543
400	0.4564112471
401	0.45637739
402	0.4563474402
403	0.4563068542
404	0.4562758517
405	0.4562292999
406	0.4561581759
407	0.4561102656
408	0.4560732969
409	0.4560145407
410	0.4559742199
411	0.4559518594
412	0.4559184922
413	0.4558998801
414	0.4558061741
415	0.4557678833
416	0.4556852232
417	0.45563947
418	0.4556122131
419	0.4555669782
420	0.4555233147
421	0.4554787851
422	0.4554434018
423	0.4554072181
424	0.4553737084
425	0.4553185282
426	0.4552719579
427	0.4552317387
428	0.4551886635
429	0.4551348824
430	0.4550584095
431	0.4550141518
432	0.4549991511
433	0.454960522
434	0.4549335445
435	0.4548912248
436	0.4548566738
437	0.45480822
438	0.454781103
439	0.4547355578
440	0.4546964248
441	0.4546461265
442	0.4545930046
443	0.4545539194
444	0.4545170164
445	0.4544621385
446	0.4544165803
447	0.4543801795
448	0.4543358679
449	0.4542878242
450	0.454221141
451	0.4542010472
452	0.4541603195
453	0.4541253683
454	0.4540786159
455	0.4540550034
456	0.4540013967
457	0.4539513862
458	0.4539092704
459	0.4538779328
460	0.4538375297
461	0.4538083125
462	0.4537727955
463	0.4537248588
464	0.4537031229
465	0.453667281
466	0.4536339311
467	0.4535782659
468	0.4535080007
469	0.4534627542
470	0.4534229959
471	0.4533776868
472	0.4533371489
473	0.4532676101
474	0.4532366485
475	0.4531619665
476	0.453144053
477	0.4531077558
478	0.4530547855
479	0.4530295353
480	0.4529980503
481	0.452949491
482	0.4529027932
483	0.4528654905
484	0.4528220837
485	0.4527596742
486	0.452720953
487	0.4526767348
488	0.4526532234
489	0.4526219768
490	0.4525961621
491	0.4525659332
492	0.4525173852
493	0.4524610352
494	0.4524323207
495	0.4523970694
496	0.4523395057
497	0.4522878464
498	0.4522548195
499	0.4522365564
500	0.4521829989
501	0.4521288898
502	0.4520638579
503	0.4520399246
504	0.4520129539
505	0.4519724617
506	0.451945738
507	0.4518951052
508	0.4518664531
509	0.4517933185
510	0.4517475127
511	0.4517105542
512	0.4516848416
513	0.4516443553
514	0.4516044886
515	0.4515771502
516	0.4515439909
517	0.4515062611
518	0.4514442813
519	0.4514296922
520	0.4513965216
521	0.4513434175
522	0.4513129287
523	0.4512680139
524	0.4512276999
525	0.4511966876
526	0.4511641809
527	0.4511170313
528	0.4510748829
529	0.4510592048
530	0.451009539
531	0.4509735169
532	0.4509198439
533	0.4508903805
534	0.4508621571
535	0.4508419089
536	0.4508100436
537	0.4507766548
538	0.4507370613
539	0.4507010634
540	0.4506323699
541	0.4505859487
542	0.4505494607
543	0.4505060045
544	0.450465063
545	0.4504390117
546	0.4504016772
547	0.4503799157
548	0.4503549395
549	0.4503311403
550	0.45030832
551	0.4502717125
552	0.4502209379
553	0.4501957224
554	0.4501531367
555	0.4501164014
556	0.4500682511
557	0.4500267691
558	0.4499989549
559	0.4499593356
560	0.4499314253
561	0.4498830845
562	0.4498382818
563	0.4497578424
564	0.4497331204
565	0.4496933034
566	0.4496664735
567	0.4496339496
568	0.4495843178
569	0.4495602858
570	0.4495321132
571	0.4495133988
572	0.4494719474
573	0.4494377429
574	0.4493731236
575	0.4493372238
576	0.4493237192
577	0.4492863757
578	0.4492530975
579	0.4492119917
580	0.4491738896
581	0.4491350593
582	0.4491035888
583	0.4490783199
584	0.4490324598
585	0.4490029874
586	0.448962322
587	0.4489316305
588	0.4489103791
589	0.4488535705
590	0.4488172538
591	0.4487827085
592	0.4487327296
593	0.4487033849
594	0.4486653976
595	0.4486312883
596	0.4485791317
597	0.4485481592
598	0.4485225016
599	0.4484841405
600	0.4484610725
601	0.44842361
602	0.4483934912
603	0.4483564691
604	0.4483197045
605	0.4482863445
606	0.4482543827
607	0.4482178433
608	0.4481735677
609	0.4481469082
610	0.4480972393
611	0.4480589861
612	0.4480321346
613	0.4480124109
614	0.4479678818
615	0.4479134284
616	0.447890462
617	0.4478631464
618	0.4478207178
619	0.447784398
620	0.4477444349
621	0.4477062391
622	0.4476520202
623	0.447588883
624	0.447557112
625	0.4475169383
626	0.4474955916
627	0.4474348678
628	0.4474153767
629	0.4473860597
630	0.4473394076
631	0.4473231541
632	0.4472822598
633	0.4472371917
634	0.4472139369
635	0.447157961
636	0.4471321076
637	0.4470804566
638	0.4470381517
639	0.446991329
640	0.4469233076
641	0.4468780051
642	0.4468410753
643	0.4468073771
644	0.4467587561
645	0.4467318619
646	0.4466945339
647	0.4466843668
648	0.4466419803
649	0.446619298
650	0.4465946763
651	0.446545749
652	0.4465180112
653	0.4464819832
654	0.4464461835
655	0.446433878
656	0.4464289395
657	0.4464140132
658	0.4463912675
659	0.4463692994
660	0.4463301728
661	0.4463132918
662	0.446292185
663	0.4462562081
664	0.4461779787
665	0.446143441
666	0.4461172892
667	0.4460904552
668	0.4460697133
669	0.4460349134
670	0.445992596
671	0.4459426004
672	0.4459049519
673	0.4458744026
674	0.4458609065
675	0.4458337643
676	0.4458104432
677	0.4457980259
678	0.4457618344
679	0.4457333375
680	0.4457020295
681	0.4456635367
682	0.4456230962
683	0.4455967517
684	0.4455622323
685	0.4455267783
686	0.4454873563
687	0.4454675401
688	0.4454233551
689	0.4453920244
690	0.4453580125
691	0.4453319095
692	0.4452923035
693	0.4452554992
694	0.4452214812
695	0.4451718446
696	0.4451188603
697	0.4450884924
698	0.4450447549
699	0.4450158193
700	0.4449762308
701	0.4449462433
702	0.4449361996
703	0.4449030702
704	0.444872247
705	0.4448287152
706	0.4447896102
707	0.4447703834
708	0.444724814
709	0.4447027052
710	0.44467918
711	0.4446270056
712	0.4445830482
713	0.4445262327
714	0.4444946522
715	0.4444649406
716	0.4444320255
717	0.4443937604
718	0.4443487058
719	0.4443217353
720	0.4442873589
721	0.4442479521
722	0.444214601
723	0.4441952036
724	0.4441565666
725	0.4441231583
726	0.444077871
727	0.4440554152
728	0.4440130757
729	0.4439757196
730	0.4439371371
731	0.4438765089
732	0.4438501487
733	0.4438341614
734	0.4438024704
735	0.4437521226
736	0.4437219481
737	0.4436929131
738	0.4436641717
739	0.4436307234
740	0.4436086333
741	0.4435880265
742	0.4435515722
743	0.4435186232
744	0.4434942065
745	0.4434685511
746	0.4434279807
747	0.4433999883
748	0.4433875522
749	0.4433532666
750	0.4433363299
751	0.4432963095
752	0.4432537249
753	0.4432034366
754	0.4431877629
755	0.4431404437
756	0.4431076669
757	0.4430806878
758	0.4430474778
759	0.4430261292
760	0.4429631972
761	0.4429139258
762	0.442883977
763	0.4428300315
764	0.4427984691
765	0.4427448335
766	0.4426946906
767	0.4426614047
768	0.4426445456
769	0.4426240873
770	0.4425963888
771	0.4425661722
772	0.4424948886
773	0.44244912
774	0.442433139
775	0.442398115
776	0.4423789121
777	0.4423437225
778	0.4423241046
779	0.4422735262
780	0.44223209
781	0.4421991992
782	0.4421666502
783	0.4421202247
784	0.4420971575
785	0.4420757637
786	0.4420414455
787	0.4420158282
788	0.4419820495
789	0.441942696
790	0.4419275116
791	0.4419071668
792	0.4418768201
793	0.4418536414
794	0.4418112133
795	0.4417632434
796	0.4417276246
797	0.4417053415
798	0.441660546
799	0.4416314015
800	0.4415849719
801	0.4415681455
802	0.4415451472
803	0.441507904
804	0.4414508744
805	0.4414261557
806	0.4414059316
807	0.4413883277
808	0.4413813441
809	0.441350835
810	0.4413204026
811	0.4412980093
812	0.4412663289
813	0.4412385351
814	0.4412155989
815	0.4411933625
816	0.4411718982
817	0.441141802
818	0.441118466
819	0.4410466225
820	0.441008586
821	0.4409977649
822	0.4409848328
823	0.4409560858
824	0.4409435655
825	0.4409135212
826	0.4409037247
827	0.4408693939
828	0.4408527485
829	0.4408267755
830	0.440802313
831	0.4407696346
832	0.4407495024
833	0.4407195836
834	0.4407046385
835	0.440692661
836	0.4406338128
837	0.440601515
838	0.4405875715
839	0.4405515309
840	0.4405404967
841	0.4405286059
842	0.4405117422
843	0.4404724074
844	0.4404399052
845	0.4404252061
846	0.4403915285
847	0.4403675876
848	0.4403459996
849	0.4403293149
850	0.4402929228
851	0.4402673762
852	0.4402204475
853	0.4402007898
854	0.440178334
855	0.4401586361
856	0.4401202614
857	0.4400951331
858	0.4400830071
859	0.4400636075
860	0.4400529986
861	0.4400316504
862	0.4400022397
863	0.4399734143
864	0.4399326073
865	0.4399086538
866	0.4398738362
867	0.4398587666
868	0.4398218373
869	0.4397911231
870	0.4397568305
871	0.4397382953
872	0.439705521
873	0.4396218587
874	0.4395929278
875	0.4395589013
876	0.4395360856
877	0.4395101753
878	0.4394832298
879	0.4394514242
880	0.4394371833
881	0.4393884188
882	0.4393526216
883	0.4393390865
884	0.4392923259
885	0.4392494225
886	0.4392222382
887	0.4392050943
888	0.4391835741
889	0.4391454119
890	0.4391259947
891	0.4390662999
892	0.4390189575
893	0.4390108087
894	0.4389360388
895	0.4389153154
896	0.438888691
897	0.4388675522
898	0.438849311
899	0.4388188448
900	0.438777786
901	0.4387526159
902	0.4387336287
903	0.4386897543
904	0.4386852715
905	0.4386388369
906	0.4385949326
907	0.438574164
908	0.4385303638
909	0.4384970956
910	0.4384595348
911	0.438443694
912	0.438413717
913	0.4383998149
914	0.4383589913
915	0.4383415101
916	0.4383308966
917	0.4383057029
918	0.4382741615
919	0.4382445278
920	0.4382121488
921	0.438185983
922	0.4381523193
923	0.4381327382
924	0.4381090512
925	0.438095941
926	0.4380658093
927	0.4380326715
928	0.4380106568
929	0.4379825598
930	0.4379335772
931	0.4379253149
932	0.4379068411
933	0.4378857762
934	0.4378543653
935	0.437827473
936	0.4378150124
937	0.4377320677
938	0.4376912669
939	0.437664175
940	0.4376360698
941	0.4375940043
942	0.4375828657
943	0.4375534088
944	0.4375231227
945	0.437509349
946	0.4374820822
947	0.4374475217
948	0.4374202627
949	0.4373995308
950	0.4373602542
951	0.4373162265
952	0.43729266
953	0.437252647
954	0.4372215159
955	0.4371506799
956	0.4371246667
957	0.4371143074
958	0.4370805101
959	0.4370456167
960	0.437013698
961	0.4369500928
962	0.4369328918
963	0.4369141091
964	0.4369024584
965	0.4368653219
966	0.4368305162
967	0.4367990645
968	0.436770175
969	0.4367222725
970	0.4367165346
971	0.4367014198
972	0.4366485456
973	0.4366020716
974	0.4365777689
975	0.4365593903
976	0.436504661
977	0.4364574746
978	0.4364493676
979	0.4364379707
980	0.4363994274
981	0.436373137
982	0.4363068403
983	0.4362988585
984	0.4362438621
985	0.4362182285
986	0.436199174
987	0.4361787972
988	0.4361603279
989	0.4361417203
990	0.4361321675
991	0.4361110421
992	0.4360960488
993	0.4360687971
994	0.4360450476
995	0.4360101166
996	0.4359969427
997	0.4359738041
998	0.4359315728
999	0.4358931238
